Potential_Customer,C_ID,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
1,00038031,$10.00 ,2,2,2,2,$10.00 ,$12.50 ,$12.50 ,$12.50 ,16,21,13,21,18,6,10,8,N,0,39,M,U,"$52,780.00 "
0,00038064,,2,29,1,14,$10.00 ,$10.00 ,$7.90 ,$10.00 ,18,123,14,34,78,5,14,30,A,1,80,F,H,"$52,780.00 "
0,00038035,,2,2,2,2,$20.00 ,$17.00 ,$17.00 ,$17.00 ,22,29,10,23,22,4,10,9,A,0,58,M,H,"$52,780.00 "
0,00038025,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,17,17,10,15,13,4,6,5,F,0,70,M,H,"$52,780.00 "
1,00038098,$3.00 ,7,20,5,9,$3.00 ,$3.86 ,$4.10 ,$3.80 ,15,79,10,29,52,4,13,22,S,1,70,F,H,"$42,523.00 "
1,00038106,$3.00 ,12,44,6,21,$2.00 ,$3.25 ,$2.80 ,$3.00 ,15,113,11,30,71,5,16,30,S,1,17,F,H,"$42,523.00 "
1,00038111,$7.00 ,5,18,3,13,$10.00 ,$5.60 ,$4.72 ,$5.00 ,18,128,13,33,68,6,17,30,S,1,84,M,H,"$42,523.00 "
0,00038175,,3,23,2,12,$10.00 ,$11.00 ,$10.70 ,$10.50 ,17,126,13,30,75,6,14,30,S,1,46,F,H,"$34,939.00 "
0,00038152,,4,4,2,2,$20.00 ,$15.50 ,$15.50 ,$15.00 ,18,31,12,27,24,6,13,11,A,0,69,M,H,"$34,939.00 "
0,00038202,,5,10,2,5,$12.00 ,$10.40 ,$8.90 ,$10.00 ,19,57,14,36,50,6,17,21,S,1,76,M,H,"$46,722.00 "
0,00038249,,1,10,0,0,$15.00 ,$15.00 ,$11.00 ,,25,94,10,30,61,5,5,23,A,0,,F,U,"$48,522.00 "
0,00036507,,6,13,2,6,$20.00 ,$17.17 ,$14.00 ,$20.00 ,18,119,14,36,67,6,17,30,A,1,83,F,U,"$48,522.00 "
0,00038261,,1,8,1,4,$20.00 ,$20.00 ,$13.50 ,$20.00 ,17,104,13,32,66,6,15,27,A,0,49,U,H,"$33,250.00 "
1,00038266,$10.00 ,0,1,0,0,$15.00 ,$0.00 ,$15.00 ,,23,23,5,5,10,2,2,4,N,0,75,F,H,"$32,042.00 "
0,00038268,,4,4,3,3,$9.00 ,$8.00 ,$8.00 ,$9.67 ,16,28,13,24,25,5,10,9,A,1,41,F,H,"$32,042.00 "
0,00038280,,2,7,0,4,$15.00 ,$14.50 ,$9.43 ,,18,114,13,29,59,6,6,27,A,0,62,F,U,$0.00 
0,00038269,,2,2,2,2,$40.00 ,$25.00 ,$25.00 ,$25.00 ,17,28,13,27,24,6,13,11,A,0,45,F,H,"$32,042.00 "
1,00014552,$16.00 ,4,20,4,12,$17.00 ,$15.50 ,$10.70 ,$15.50 ,21,113,14,35,83,6,17,31,S,1,48,M,H,"$29,808.00 "
1,00038327,$11.00 ,4,15,1,9,$11.00 ,$10.50 ,$10.40 ,$11.00 ,18,93,14,35,70,6,17,26,A,1,86,M,H,"$36,169.00 "
1,00038388,$10.00 ,3,23,2,13,$10.00 ,$8.33 ,$7.26 ,$7.50 ,15,128,12,31,77,5,13,30,S,1,49,F,H,"$37,016.00 "
1,00038392,$20.00 ,2,2,0,0,$20.00 ,$20.00 ,$20.00 ,,18,32,10,24,22,4,4,9,A,0,63,F,H,"$52,147.00 "
0,00036516,,3,4,1,1,$10.00 ,$7.67 ,$6.75 ,$3.00 ,19,29,13,26,24,6,12,10,A,0,27,F,U,$0.00 
0,00038425,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,16,16,11,16,13,5,7,6,F,0,51,M,H,"$62,830.00 "
0,00038438,,2,2,2,2,$25.00 ,$17.50 ,$17.50 ,$17.50 ,17,28,13,25,23,6,13,11,A,0,73,M,U,$0.00 
1,00010287,$15.00 ,3,27,3,13,$10.00 ,$10.00 ,$8.30 ,$10.00 ,6,123,29,49,101,6,16,35,A,1,83,F,H,"$62,830.00 "
0,00038700,,2,5,0,1,$24.00 ,$23.00 ,$15.20 ,,18,78,13,34,48,6,6,20,A,0,,U,U,"$62,830.00 "
1,00038519,$2.00 ,5,17,3,12,$2.00 ,$4.00 ,$3.12 ,$4.33 ,17,88,12,28,56,5,12,21,S,1,51,F,H,"$41,607.00 "
1,00013239,$3.00 ,7,12,5,6,$3.00 ,$3.14 ,$2.92 ,$3.20 ,17,41,26,43,51,6,15,16,A,1,68,M,H,"$41,607.00 "
1,00038539,$13.00 ,5,10,3,5,$8.00 ,$6.60 ,$5.50 ,$6.67 ,19,44,12,31,38,6,16,16,S,1,65,F,U,"$62,781.00 "
0,00038538,,3,4,1,1,$15.00 ,$7.67 ,$8.25 ,$5.00 ,17,36,13,34,33,6,16,14,A,0,,F,U,"$62,781.00 "
0,00038554,,2,3,1,1,$10.00 ,$9.00 ,$9.33 ,$8.00 ,15,17,11,15,14,5,7,6,N,0,,M,U,$0.00 
0,00038562,,4,12,2,6,$10.00 ,$9.50 ,$6.08 ,$9.00 ,16,127,12,29,68,5,12,27,A,0,55,M,H,"$39,314.00 "
1,00038580,$10.00 ,1,11,0,7,$20.00 ,$20.00 ,$14.82 ,,26,113,10,31,68,5,5,27,A,1,61,M,H,"$46,777.00 "
1,00038591,$10.00 ,2,28,1,14,$13.00 ,$13.00 ,$12.42 ,$13.00 ,20,113,12,33,82,5,15,29,A,1,47,M,U,$0.00 
1,00038632,$38.00 ,12,45,9,24,$20.00 ,$20.67 ,$13.51 ,$21.00 ,16,129,13,33,87,5,16,34,S,1,47,F,H,"$56,969.00 "
1,00038642,$10.00 ,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,20,20,8,14,13,3,6,5,F,0,23,M,U,"$46,002.00 "
0,00038677,,1,16,1,12,$10.00 ,$10.00 ,$16.06 ,$10.00 ,18,122,13,28,75,5,11,27,A,1,62,F,H,"$40,708.00 "
0,00038663,,3,10,1,5,$10.00 ,$11.33 ,$9.00 ,$12.00 ,19,93,13,33,63,6,15,24,S,1,51,F,H,"$40,708.00 "
1,00038664,$30.00 ,1,1,1,1,$30.00 ,$30.00 ,$30.00 ,$30.00 ,17,17,11,16,14,5,7,6,F,0,65,M,H,"$56,250.00 "
0,00038692,,3,7,1,3,$20.00 ,$20.00 ,$16.43 ,$20.00 ,19,86,15,36,56,6,16,23,A,0,70,M,U,$0.00 
0,00038698,,2,2,1,1,$20.00 ,$12.50 ,$12.50 ,$20.00 ,20,28,10,22,21,4,9,8,A,0,27,M,U,$0.00 
1,00038707,$17.00 ,7,8,4,5,$12.00 ,$10.71 ,$10.00 ,$11.25 ,17,41,14,31,37,6,16,15,S,1,,M,U,$0.00 
1,00038734,$26.00 ,1,5,0,2,$26.00 ,$26.00 ,$16.00 ,,16,76,11,28,46,5,5,18,A,0,27,F,H,"$38,906.00 "
0,00002989,,2,4,1,1,$20.00 ,$22.50 ,$23.75 ,$25.00 ,16,28,20,32,34,3,9,10,A,0,17,M,H,"$61,132.00 "
1,00038820,$20.00 ,5,26,4,16,$7.00 ,$8.40 ,$9.58 ,$9.25 ,22,124,13,32,77,6,16,31,S,1,84,M,H,"$68,869.00 "
1,00038812,$17.00 ,1,6,0,3,$17.00 ,$17.00 ,$14.33 ,,15,75,14,32,55,5,5,20,A,1,74,F,H,"$68,869.00 "
1,00039935,$4.00 ,7,8,4,4,$4.00 ,$4.14 ,$4.00 ,$4.00 ,21,32,11,27,27,6,14,12,A,1,37,M,U,"$68,869.00 "
0,00038857,,1,1,1,1,$50.00 ,$50.00 ,$50.00 ,$50.00 ,17,17,11,16,14,5,7,6,F,0,23,F,U,"$27,793.00 "
0,00038882,,1,6,0,3,$15.00 ,$15.00 ,$9.67 ,,26,111,9,28,56,4,4,24,A,0,45,F,H,"$27,793.00 "
0,00036677,,4,4,2,2,$10.00 ,$8.75 ,$8.75 ,$7.50 ,16,27,14,27,24,6,12,10,A,1,35,F,U,"$44,248.00 "
0,00038761,,1,11,0,8,$18.00 ,$18.00 ,$9.55 ,,24,115,10,29,72,5,5,30,A,1,45,F,U,$0.00 
1,00038924,$20.00 ,2,2,1,1,$20.00 ,$15.00 ,$15.00 ,$10.00 ,18,33,10,25,23,4,10,9,A,0,65,M,H,"$32,229.00 "
1,00038944,$25.00 ,1,6,1,5,$25.00 ,$25.00 ,$16.33 ,$25.00 ,17,105,14,32,63,6,15,26,A,1,40,M,H,"$32,229.00 "
0,00038958,,8,24,6,11,$5.00 ,$7.50 ,$5.96 ,$7.17 ,18,57,13,33,54,6,16,21,S,1,41,F,H,"$40,290.00 "
0,00006273,,4,40,3,16,$11.00 ,$10.75 ,$9.60 ,$11.00 ,21,130,17,36,104,7,18,36,S,1,80,F,H,"$40,290.00 "
1,00038987,$13.00 ,5,21,2,13,$10.00 ,$14.40 ,$11.19 ,$10.00 ,21,128,13,32,78,6,16,32,S,1,71,F,H,"$47,750.00 "
0,00039025,,8,10,3,5,$10.00 ,$8.00 ,$7.20 ,$8.33 ,16,52,14,35,41,6,16,16,A,1,7,M,H,"$60,584.00 "
1,00039031,$15.00 ,2,7,1,4,$10.00 ,$15.00 ,$7.86 ,$20.00 ,16,77,13,28,48,5,11,17,A,0,43,F,U,"$60,584.00 "
0,00039083,,1,3,0,1,$20.00 ,$20.00 ,$10.00 ,,26,81,10,21,29,4,4,11,A,0,55,M,H,"$40,032.00 "
1,00189848,$12.00 ,10,30,5,11,$12.00 ,$10.00 ,$9.73 ,$10.00 ,4,87,27,48,83,11,21,31,A,1,79,M,U,"$40,032.00 "
1,00185030,$10.00 ,4,13,2,6,$4.00 ,$12.00 ,$10.15 ,$12.00 ,18,122,16,37,73,6,16,29,S,1,80,M,H,"$43,600.00 "
0,00037729,,11,34,8,16,$2.00 ,$1.55 ,$1.50 ,$1.75 ,16,105,11,27,55,6,16,26,S,1,87,M,U,$0.00 
0,00039217,,3,6,1,2,$20.00 ,$17.33 ,$12.67 ,$18.00 ,18,53,13,34,44,6,16,18,A,0,51,F,H,"$55,378.00 "
1,00039257,$25.00 ,2,8,2,4,$20.00 ,$15.00 ,$9.25 ,$15.00 ,16,68,14,31,54,6,14,19,A,0,27,U,H,"$59,874.00 "
1,00039246,$5.00 ,7,8,4,4,$5.00 ,$4.43 ,$4.25 ,$4.50 ,17,29,12,25,25,6,12,10,A,1,73,F,H,"$59,874.00 "
0,00039277,,5,6,3,4,$15.00 ,$11.80 ,$10.83 ,$10.67 ,20,42,12,31,34,6,15,14,A,0,69,F,H,"$72,385.00 "
0,00039289,,3,32,3,17,$15.00 ,$10.33 ,$6.91 ,$10.33 ,21,124,13,31,78,6,16,32,A,1,68,F,U,$0.00 
1,00037090,$20.00 ,2,10,1,4,$16.00 ,$16.00 ,$13.70 ,$16.00 ,25,65,11,32,54,6,16,22,A,0,67,M,H,"$91,874.00 "
1,00039326,$8.00 ,5,8,3,4,$10.00 ,$8.80 ,$7.75 ,$8.67 ,17,41,14,35,40,6,16,15,A,1,39,F,U,"$103,549.00 "
0,00039348,,2,9,0,2,$30.00 ,$27.50 ,$23.33 ,,15,112,13,33,61,6,6,28,A,0,,M,H,"$40,723.00 "
0,00039538,,1,16,0,8,$10.00 ,$10.00 ,$8.13 ,,26,130,9,26,66,4,4,27,A,1,76,M,U,$0.00 
0,00012415,,11,17,7,11,$20.00 ,$30.27 ,$29.00 ,$31.00 ,15,57,31,51,79,6,17,22,A,1,63,M,H,"$40,208.00 "
1,00039438,$4.00 ,6,7,4,4,$4.00 ,$4.17 ,$4.14 ,$4.00 ,18,33,11,28,26,6,14,12,A,1,73,F,H,"$41,999.00 "
0,00039530,,4,5,2,3,$15.00 ,$11.25 ,$9.60 ,$12.50 ,15,41,12,30,31,5,13,13,A,0,38,M,H,"$41,999.00 "
1,00039479,$4.00 ,10,26,5,13,$4.00 ,$4.60 ,$4.11 ,$4.00 ,15,124,11,33,73,6,17,31,S,1,64,M,H,"$46,332.00 "
0,00039484,,4,4,3,3,$10.00 ,$7.50 ,$7.50 ,$6.67 ,18,29,13,26,24,6,12,10,A,1,69,F,H,"$36,364.00 "
0,00039505,,4,6,3,4,$12.00 ,$10.75 ,$9.17 ,$11.33 ,21,45,12,28,33,6,14,14,A,1,59,M,H,"$70,410.00 "
1,00039613,$5.00 ,3,14,1,6,$10.00 ,$14.00 ,$9.69 ,$14.00 ,18,111,13,34,66,6,16,27,A,0,41,F,H,"$49,518.00 "
0,00039761,,2,6,2,4,$15.00 ,$13.50 ,$10.50 ,$13.50 ,23,52,12,22,27,5,10,12,A,0,81,M,H,"$76,873.00 "
1,00033393,$10.00 ,2,2,1,1,$25.00 ,$22.50 ,$22.50 ,$20.00 ,26,33,11,29,27,5,13,11,A,0,46,F,H,"$76,873.00 "
0,00039632,,6,18,4,10,$10.00 ,$8.83 ,$7.22 ,$8.25 ,20,80,13,32,63,6,16,24,S,1,58,F,H,"$76,873.00 "
1,00039667,$15.00 ,3,7,3,7,$15.00 ,$15.00 ,$13.71 ,$15.00 ,20,92,13,34,62,6,16,24,A,1,75,M,H,"$38,794.00 "
1,00039770,$20.00 ,4,5,2,2,$10.00 ,$12.50 ,$11.00 ,$15.00 ,20,40,12,32,34,6,15,14,A,0,,F,U,"$61,343.00 "
0,00039816,,1,4,0,2,$30.00 ,$30.00 ,$14.75 ,,26,83,5,17,27,2,2,8,A,0,72,F,U,$0.00 
0,00039862,,1,1,0,0,$50.00 ,$50.00 ,$50.00 ,,16,16,12,17,14,5,5,6,F,0,63,F,H,"$71,392.00 "
0,00038144,,3,10,2,7,$13.00 ,$12.33 ,$8.40 ,$12.00 ,18,105,15,34,63,6,15,27,A,1,75,F,H,"$71,392.00 "
0,00039885,,4,6,2,4,$12.00 ,$11.00 ,$9.33 ,$11.00 ,18,44,9,22,27,4,10,10,A,1,27,M,H,"$71,392.00 "
0,00039913,,7,9,5,6,$10.00 ,$8.14 ,$7.44 ,$8.40 ,17,41,16,35,39,6,15,14,A,1,,M,H,"$68,219.00 "
1,00012515,$20.00 ,7,24,5,9,$15.00 ,$13.14 ,$11.46 ,$14.00 ,17,110,30,48,98,6,17,33,S,1,78,M,H,"$42,295.00 "
0,00039931,,2,2,2,2,$25.00 ,$25.00 ,$25.00 ,$25.00 ,17,24,13,23,21,6,11,9,N,0,57,F,H,"$42,295.00 "
1,00039967,$75.00 ,1,1,1,1,$50.00 ,$50.00 ,$50.00 ,$50.00 ,24,24,11,22,20,6,11,9,N,0,67,M,U,"$52,974.00 "
1,00189749,$10.00 ,4,15,3,10,$11.00 ,$10.75 ,$9.00 ,$10.67 ,4,68,10,18,33,4,8,14,E,1,75,M,U,"$59,226.00 "
1,00040058,$25.00 ,3,12,3,9,$20.00 ,$18.00 ,$11.67 ,$18.00 ,25,130,11,31,62,6,17,30,A,1,87,F,H,"$42,429.00 "
1,00040055,$25.00 ,2,9,0,3,$20.00 ,$20.00 ,$17.89 ,,15,81,13,34,62,6,6,23,A,1,81,F,U,$0.00 
1,00040105,$23.00 ,2,9,0,1,$15.00 ,$19.00 ,$15.00 ,,17,68,13,32,54,6,6,21,A,0,51,F,H,"$40,925.00 "
0,00040138,,1,7,0,3,$20.00 ,$20.00 ,$13.86 ,,18,85,13,32,59,6,6,23,A,0,37,M,H,"$51,926.00 "
1,00190377,$24.00 ,4,19,2,9,$24.00 ,$24.50 ,$17.89 ,$24.50 ,16,106,4,12,40,2,6,19,E,0,,F,U,$0.00 
1,00039542,$5.00 ,1,1,1,1,$16.00 ,$16.00 ,$16.00 ,$16.00 ,18,18,10,15,12,4,6,5,F,0,,F,U,$0.00 
0,00040193,,1,3,0,2,$15.00 ,$15.00 ,$10.33 ,,22,67,10,17,22,4,4,9,A,0,38,M,H,"$63,202.00 "
0,00040234,,4,14,3,8,$8.00 ,$8.25 ,$6.71 ,$7.67 ,21,76,10,29,53,5,15,21,A,1,51,F,U,$0.00 
0,00040224,,2,3,1,1,$25.00 ,$17.50 ,$13.33 ,$10.00 ,18,40,13,31,32,6,14,13,A,0,45,M,H,"$35,446.00 "
0,00040335,,4,5,3,3,$6.25 ,$6.25 ,$7.00 ,$6.25 ,19,32,14,28,27,6,12,10,A,0,,F,U,"$35,446.00 "
0,00040232,,2,12,0,4,$25.00 ,$25.00 ,$13.33 ,,18,68,13,35,56,6,6,23,S,1,79,M,H,"$35,446.00 "
1,00040283,$25.00 ,3,15,1,9,$25.00 ,$35.00 ,$15.20 ,$30.00 ,18,124,13,35,78,6,17,33,S,1,42,F,H,"$36,946.00 "
0,00010812,,6,26,4,11,$14.00 ,$14.33 ,$11.77 ,$14.50 ,5,75,31,50,90,7,18,26,S,1,,M,U,$0.00 
0,00040276,,9,22,5,10,$5.00 ,$4.78 ,$4.64 ,$4.40 ,15,88,15,37,62,6,17,26,A,1,54,F,H,"$36,946.00 "
1,00040520,$10.00 ,2,13,1,7,$10.00 ,$11.00 ,$9.54 ,$10.00 ,18,105,13,33,69,6,15,25,S,1,86,F,H,"$44,404.00 "
0,00040313,,2,7,0,2,$35.00 ,$30.00 ,$15.86 ,,17,75,15,37,59,6,6,23,A,0,71,F,U,$0.00 
1,00040341,$15.00 ,3,8,1,3,$16.00 ,$14.67 ,$10.00 ,$16.00 ,17,65,13,27,46,6,12,16,A,0,73,F,H,"$43,310.00 "
1,00040338,$21.00 ,3,5,2,3,$15.00 ,$15.33 ,$12.40 ,$15.50 ,26,41,10,32,35,5,16,15,A,1,28,F,U,$0.00 
1,00039659,$20.00 ,6,12,5,8,$15.00 ,$14.00 ,$12.33 ,$13.80 ,19,53,13,33,47,6,17,19,S,1,43,M,U,"$43,310.00 "
1,00050640,$5.00 ,4,18,1,13,$8.00 ,$7.75 ,$6.06 ,$6.00 ,15,127,9,24,57,4,10,23,S,1,76,M,H,"$43,310.00 "
0,00039695,,2,15,1,6,$25.00 ,$22.50 ,$11.13 ,$25.00 ,17,80,15,37,67,6,17,27,A,1,60,M,U,$0.00 
0,00185153,,2,4,2,2,$25.00 ,$260.00 ,$138.75 ,$260.00 ,5,29,39,53,52,6,13,11,A,0,,F,U,$0.00 
1,00187639,$10.00 ,3,6,2,5,$10.00 ,$10.00 ,$8.33 ,$10.00 ,21,43,6,14,18,2,6,8,E,0,,M,U,$0.00 
0,00040396,,4,20,1,10,$6.00 ,$6.50 ,$5.20 ,$6.00 ,21,128,10,31,71,5,15,31,A,1,72,M,H,"$64,434.00 "
1,00040379,$6.00 ,4,8,3,7,$10.00 ,$6.25 ,$5.38 ,$6.67 ,16,53,14,33,44,6,14,17,S,1,36,M,H,"$64,434.00 "
0,00040383,,3,8,0,2,$7.00 ,$8.00 ,$6.38 ,,15,74,12,31,45,6,6,17,A,0,84,F,H,"$64,434.00 "
1,00040407,$10.00 ,2,11,1,5,$17.00 ,$17.00 ,$11.55 ,$17.00 ,19,113,15,30,65,6,13,25,A,0,74,M,H,"$69,558.00 "
1,00040421,$5.00 ,8,26,6,12,$24.00 ,$7.38 ,$6.27 ,$5.00 ,18,68,14,34,59,6,17,22,S,1,58,M,H,"$69,558.00 "
1,00040516,$21.00 ,2,6,0,2,$15.00 ,$15.00 ,$12.33 ,,15,70,12,32,53,5,5,20,A,0,82,F,U,"$79,524.00 "
0,00040501,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,10,15,13,4,6,5,F,0,67,M,H,"$79,524.00 "
1,00040566,$17.00 ,6,7,1,1,$15.00 ,$12.17 ,$10.86 ,$17.00 ,18,38,14,34,35,6,15,13,S,1,56,F,U,"$76,025.00 "
0,00040565,,4,6,1,2,$15.00 ,$9.25 ,$7.50 ,$6.00 ,20,40,12,31,35,6,16,15,A,0,49,M,H,"$76,025.00 "
0,00008639,,0,11,0,4,$25.00 ,$0.00 ,$17.18 ,,14,67,36,36,83,5,5,20,A,1,73,M,H,$0.00 
1,00040637,$20.00 ,6,20,4,11,$24.00 ,$19.00 ,$12.50 ,$19.75 ,22,124,13,35,65,6,17,30,S,1,65,F,H,$0.00 
0,00040664,,2,11,0,7,$21.00 ,$19.00 ,$11.75 ,,25,118,11,32,70,6,6,32,A,1,79,F,H,"$55,882.00 "
0,00040659,,1,7,0,4,$6.00 ,$15.00 ,$11.29 ,,16,79,13,32,53,6,6,21,A,1,78,M,H,"$55,882.00 "
1,00002085,$20.00 ,6,13,4,8,$20.00 ,$19.67 ,$19.31 ,$20.75 ,7,64,27,49,85,11,22,31,A,1,52,M,H,"$55,882.00 "
1,00040655,$20.00 ,1,9,0,5,$20.00 ,$20.00 ,$11.00 ,,18,69,13,32,51,6,6,20,A,1,61,M,H,"$55,882.00 "
1,00035581,$15.00 ,2,7,1,4,$15.00 ,$13.00 ,$10.43 ,$11.00 ,20,87,14,31,42,4,11,15,A,0,68,M,U,$0.00 
0,00080946,,2,5,1,3,$55.00 ,$52.50 ,$39.00 ,$50.00 ,18,76,8,25,41,4,13,18,A,0,,F,U,"$33,583.00 "
0,00040757,,4,4,3,3,$15.00 ,$12.50 ,$12.50 ,$11.67 ,17,24,13,23,23,6,11,9,N,1,85,M,U,$0.00 
0,00040804,,4,7,2,3,$5.00 ,$7.50 ,$6.14 ,$7.50 ,18,41,13,31,35,6,14,14,A,1,72,M,U,"$33,581.00 "
0,00040820,,6,19,6,12,$15.00 ,$8.00 ,$7.63 ,$8.00 ,18,93,14,32,65,6,17,25,S,1,70,F,H,"$33,581.00 "
0,00040845,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,10,15,13,4,6,5,F,0,,F,H,"$64,275.00 "
0,00013424,,7,25,4,10,$10.00 ,$10.57 ,$9.08 ,$10.50 ,18,74,28,49,80,6,17,25,S,1,,F,U,$0.00 
1,00016871,$20.00 ,2,12,1,4,$20.00 ,$20.00 ,$14.75 ,$20.00 ,23,69,12,33,59,6,16,22,S,1,75,M,U,"$79,249.00 "
0,00040891,,4,6,2,3,$50.00 ,$50.00 ,$50.00 ,$50.00 ,25,57,13,35,51,6,17,21,A,0,77,F,H,"$79,249.00 "
1,00040919,$10.00 ,6,12,3,6,$11.00 ,$9.67 ,$7.17 ,$11.00 ,16,115,11,25,43,5,11,15,A,1,79,U,U,"$44,789.00 "
1,00040968,$17.00 ,3,6,2,5,$20.00 ,$16.67 ,$13.67 ,$17.50 ,17,51,13,34,45,6,16,18,A,1,,F,U,$0.00 
1,00040956,$25.00 ,1,1,0,0,$15.00 ,$15.00 ,$15.00 ,,15,15,7,9,9,2,2,3,E,0,73,F,U,"$52,299.00 "
1,00011115,$10.00 ,2,8,2,4,$20.00 ,$15.00 ,$13.75 ,$15.00 ,6,81,27,42,76,6,13,20,A,0,47,M,H,"$52,299.00 "
0,00040977,,1,9,0,5,$25.00 ,$25.00 ,$11.44 ,,18,122,13,29,62,6,6,27,A,1,59,F,H,"$52,299.00 "
0,00041000,,3,5,2,4,$30.00 ,$20.33 ,$18.20 ,$15.50 ,26,41,13,35,38,5,16,15,A,0,,F,U,$0.00 
0,00039070,,1,3,0,1,$25.00 ,$25.00 ,$21.67 ,,18,52,13,27,37,6,6,16,A,0,56,M,H,"$48,226.00 "
1,00041434,$5.00 ,3,17,2,7,$5.00 ,$9.67 ,$6.59 ,$8.50 ,17,130,12,31,72,6,15,29,A,1,50,M,H,"$48,226.00 "
0,00041068,,2,4,1,1,$13.00 ,$14.00 ,$11.00 ,$13.00 ,17,39,13,32,32,6,14,13,A,0,,M,U,$0.00 
1,00040351,$30.00 ,1,5,0,3,$30.00 ,$30.00 ,$28.00 ,,17,93,15,28,56,6,6,21,A,0,,U,U,$0.00 
1,00041091,$10.00 ,3,14,1,10,$10.00 ,$9.00 ,$7.21 ,$10.00 ,18,120,15,34,68,6,14,28,S,1,71,F,H,"$66,256.00 "
1,00041089,$5.00 ,3,24,0,10,$11.00 ,$9.67 ,$7.08 ,,19,110,10,25,64,4,4,24,S,1,75,F,U,"$66,256.00 "
0,00041078,,1,3,0,1,$15.00 ,$15.00 ,$10.33 ,,18,52,10,24,32,4,4,11,A,0,53,F,H,"$66,256.00 "
0,00041094,,3,18,1,10,$10.00 ,$7.33 ,$11.78 ,$10.00 ,16,123,14,33,80,5,13,31,S,1,,M,H,"$66,256.00 "
1,00041222,$20.00 ,2,9,1,6,$20.00 ,$20.00 ,$11.44 ,$20.00 ,18,125,13,35,63,6,17,29,A,0,32,M,U,$0.00 
1,00041187,$15.00 ,2,2,2,2,$15.00 ,$15.00 ,$15.00 ,$15.00 ,21,28,11,22,23,4,10,9,A,0,,M,U,$0.00 
0,00043706,,5,5,2,2,$10.00 ,$7.60 ,$7.60 ,$6.50 ,16,29,13,26,24,6,12,10,A,0,,M,H,"$32,547.00 "
0,00041221,,1,8,1,4,$15.00 ,$15.00 ,$8.38 ,$15.00 ,17,113,7,15,31,2,6,12,A,1,76,M,H,"$56,069.00 "
1,00041243,$12.00 ,2,11,0,6,$12.00 ,$11.00 ,$9.82 ,,20,102,13,33,64,6,6,26,A,1,75,F,U,$0.00 
1,00033003,$8.00 ,7,8,3,4,$10.00 ,$7.71 ,$7.38 ,$8.00 ,16,45,16,33,38,6,14,14,A,0,45,F,U,"$51,939.00 "
0,00044604,,4,15,3,7,$2.00 ,$6.75 ,$4.87 ,$7.33 ,16,77,7,24,44,4,13,19,A,1,,U,U,$0.00 
1,00041288,$9.00 ,9,11,6,7,$6.00 ,$5.11 ,$5.00 ,$4.83 ,17,41,7,23,27,4,14,13,S,1,84,M,H,"$33,286.00 "
1,00041312,$23.00 ,1,11,0,6,$17.00 ,$17.00 ,$11.09 ,,18,123,15,34,71,6,6,31,A,1,67,F,H,"$33,286.00 "
0,00041295,,2,6,2,3,$3.00 ,$9.00 ,$4.83 ,$9.00 ,18,52,11,27,34,5,11,13,A,0,59,F,U,"$33,286.00 "
0,00041332,,1,7,1,6,$20.00 ,$20.00 ,$15.71 ,$20.00 ,21,104,12,31,66,6,15,25,A,1,,F,U,$0.00 
1,00041325,$12.00 ,5,6,1,2,$7.00 ,$6.20 ,$5.67 ,$7.00 ,18,41,12,27,25,6,12,11,A,0,34,F,U,$0.00 
0,00041022,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,16,16,11,16,13,4,6,5,F,0,71,M,U,"$34,909.00 "
1,00041384,$12.00 ,5,14,3,6,$13.00 ,$12.00 ,$9.43 ,$12.67 ,19,77,13,34,59,6,16,23,S,1,46,F,H,"$48,602.00 "
0,00041376,,4,4,2,2,$14.00 ,$12.25 ,$12.25 ,$12.00 ,17,32,13,29,28,6,13,11,A,0,56,F,U,$0.00 
0,00041396,,2,6,1,3,$18.00 ,$17.00 ,$14.50 ,$16.00 ,21,81,12,32,55,6,16,23,A,0,62,F,H,"$37,692.00 "
1,00041448,$15.00 ,5,7,2,3,$12.00 ,$11.40 ,$9.86 ,$11.00 ,17,44,15,33,37,6,15,15,A,1,55,F,U,$0.00 
1,00041445,$35.00 ,1,2,0,0,$20.00 ,$20.00 ,$17.50 ,,26,35,9,25,24,4,4,10,A,0,45,M,H,"$61,534.00 "
0,00041463,,1,1,0,0,$20.00 ,$20.00 ,$20.00 ,,20,20,10,17,14,4,4,6,F,0,43,F,H,"$35,460.00 "
